radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,size,flag,x,y,cloud_id,status
LTE,222.0,10.0,42063.0,20002571.0,0.0,15.241456,41.909746,59498.0,126.0,1.0,1448724607.0,1488015464.0,0.0,565.0,0.0,21745203.06985533,6636735.357320624,1.0,1.0
LTE,238.0,1.0,7500.0,6996756.0,0.0,10.113601,56.228314,75891.0,91.0,1.0,1449074109.0,1491741174.0,0.0,513.0,0.0,21174083.33651462,5224676.82905807,3.0,1.0
LTE,262.0,2.0,42519.0,5811715.0,0.0,10.210067,52.523472,55982.0,101.0,1.0,1449159023.0,1505490064.0,0.0,624.0,0.0,21184827.32911902,5613302.775354591,3.0,1.0
LTE,260.0,1.0,34001.0,8543493.0,0.0,14.700045,52.253002,73157.0,13.0,1.0,1449656419.0,1484353535.0,0.0,783.0,1.0,21684902.90420172,5640948.025464816,3.0,1.0
LTE,262.0,2.0,42438.0,5874434.0,0.0,8.028026,53.234191,55726.0,2000.0,1.0,1451901450.0,1522932863.0,0.0,956.0,0.0,20941800.435016416,5540207.027882,3.0,1.0
LTE,262.0,2.0,48047.0,21452801.0,0.0,11.180332,49.340492,64568.0,229.0,1.0,1453994688.0,1659773293.0,0.0,972.0,0.0,21292891.51737509,5932940.096457063,3.0,1.0
LTE,262.0,1.0,22507.0,32058881.0,0.0,9.433804,49.882105,62862.0,128.0,1.0,1456991464.0,1487557883.0,0.0,658.0,0.0,21098370.298340604,5879403.086046351,3.0,1.0
LTE,208.0,15.0,2501.0,103494207.0,0.0,5.496951,46.848474,60768.0,17.0,1.0,1458568512.0,1489936155.0,0.0,866.0,0.0,20659899.54681553,6175094.702798512,3.0,1.0
LTE,208.0,15.0,2704.0,102987325.0,0.0,1.609471,48.490594,83141.0,28.0,1.0,1458568517.0,1492452398.0,0.0,768.0,0.0,20226927.760178164,6016282.960177047,3.0,1.0
LTE,262.0,2.0,49704.0,2716675.0,0.0,12.071022,53.284866,55531.0,224.0,1.0,1458571065.0,1535530170.0,0.0,724.0,0.0,21392092.96423528,5534969.874516929,3.0,1.0
LTE,230.0,1.0,10118.0,26975038.0,0.0,15.013919,49.747256,54674.0,2.0,1.0,1458587433.0,1473486939.0,0.0,595.0,0.0,21719860.91982084,5892764.023079873,3.0,1.0
LTE,230.0,1.0,10118.0,31892779.0,0.0,15.015964,49.747247,54573.0,2.0,1.0,1458587434.0,1473495385.0,0.0,910.0,0.0,21720088.68364308,5892764.91410628,3.0,1.0
LTE,216.0,30.0,1400.0,506881.0,0.0,20.746136,46.917109,52372.0,24.0,1.0,1458592902.0,1490576849.0,0.0,577.0,0.0,22358292.04638177,6168513.598881077,3.0,1.0
LTE,216.0,30.0,31304.0,474114.0,0.0,19.876936,47.795732,72910.0,56.0,1.0,1458592935.0,1552742837.0,0.0,795.0,0.0,22261484.068734244,6083833.551488919,3.0,1.0
LTE,216.0,70.0,3405.0,1079042.0,0.0,20.098594,47.319969,67567.0,98.0,1.0,1458592960.0,1472470845.0,0.0,803.0,0.0,22286171.43954579,6129786.996013421,3.0,1.0
LTE,208.0,20.0,30481.0,130812674.0,0.0,4.992671,47.334738,262271.0,98.0,1.0,1458594083.0,1561030046.0,0.0,915.0,0.0,20603734.88164285,6128364.0562598985,3.0,1.0
LTE,208.0,20.0,30481.0,131362048.0,0.0,4.898684,47.398629,255995.0,21.0,1.0,1458594084.0,1490678432.0,0.0,680.0,0.0,20593266.99002394,6122205.758975942,3.0,1.0
LTE,208.0,20.0,30481.0,131129350.0,0.0,4.831449,47.42898,251788.0,28.0,1.0,1458594083.0,1487924365.0,0.0,620.0,0.0,20585778.627878137,6119278.801032297,3.0,1.0
LTE,208.0,20.0,30481.0,130807808.0,0.0,4.96825,47.339804,265254.0,52.0,1.0,1458594083.0,1528291974.0,0.0,514.0,0.0,20601014.969514307,6127875.912923362,3.0,1.0
LTE,214.0,7.0,35100.0,89881375.0,0.0,-14.230829,28.376557,119333.0,8.0,1.0,1458595738.0,1491919744.0,0.0,543.0,0.0,18462699.264630426,7806583.464248772,3.0,1.0
LTE,214.0,7.0,35100.0,89881385.0,0.0,-14.141407,28.436452,135799.0,13.0,1.0,1458595738.0,1505719874.0,0.0,899.0,0.0,18472658.72502757,7801644.115236777,3.0,1.0
LTE,240.0,7.0,11039.0,28910851.0,0.0,11.275489,58.859794,131788.0,2255.0,1.0,1458596950.0,1494607697.0,0.0,573.0,0.0,21303489.71885807,4936296.228924607,3.0,1.0
LTE,240.0,7.0,12000.0,28268290.0,0.0,13.021515,56.860156,113892.0,2.0,1.0,1458596961.0,1487254036.0,0.0,696.0,0.0,21497955.02716456,5156426.807609463,3.0,1.0
LTE,214.0,3.0,7520.0,78394380.0,0.0,-17.111432,28.234204,76668.0,3.0,1.0,1458600609.0,1488466056.0,0.0,1000.0,0.0,18141869.36261088,7818315.936363821,3.0,1.0
LTE,214.0,3.0,8210.0,90189068.0,0.0,-4.168827,43.435485,115980.0,12.0,1.0,1458600612.0,1481272109.0,0.0,999.0,0.0,19583364.31836415,6496514.334985962,1.0,1.0
LTE,222.0,88.0,32224.0,78336265.0,0.0,13.59448,42.563976,52611.0,7.0,1.0,1458611141.0,1488184773.0,0.0,615.0,0.0,21561769.54961372,6576856.906590367,1.0,1.0
LTE,208.0,20.0,30940.0,140891649.0,0.0,6.322858,48.584327,80073.0,17.0,1.0,1458613450.0,1486121826.0,0.0,539.0,0.0,20751885.725364696,6007130.602953551,3.0,1.0
LTE,214.0,7.0,8650.0,20582942.0,0.0,1.759245,41.235196,199994.0,17.0,1.0,1458618118.0,1469771906.0,0.0,772.0,0.0,20243608.982042152,6698095.35629932,1.0,1.0
LTE,214.0,7.0,26600.0,66568223.0,0.0,-1.975967,42.19861,108746.0,22.0,1.0,1458618147.0,1491824255.0,0.0,711.0,0.0,19827596.18889355,6610342.162511125,1.0,1.0
LTE,231.0,2.0,26.0,319570.0,0.0,20.083925,49.042554,52684.0,14.0,1.0,1458621095.0,1490873265.0,0.0,784.0,0.0,22284537.665703047,5962248.306385624,3.0,1.0
LTE,232.0,1.0,5501.0,613128.0,0.0,13.474573,48.315822,55167.0,3.0,1.0,1458621124.0,1489285594.0,0.0,710.0,0.0,21548414.793313924,6033322.5244011,3.0,1.0
LTE,262.0,2.0,48020.0,21021697.0,0.0,13.023577,47.761038,65489.0,5.0,1.0,1458621574.0,1462433261.0,0.0,768.0,0.0,21498184.68437798,6087192.705306853,3.0,1.0
LTE,222.0,10.0,33004.0,14966284.0,0.0,14.201266,42.543812,52483.0,6.0,1.0,1458638923.0,1473841094.0,0.0,940.0,0.0,21629350.91814205,6578707.907202811,1.0,1.0
LTE,240.0,7.0,35020.0,80911882.0,0.0,15.571149,59.795935,66048.0,2.0,1.0,1458647976.0,1489931500.0,0.0,797.0,0.0,21781922.94166222,4830969.132760755,3.0,1.0
LTE,262.0,1.0,13880.0,28130304.0,0.0,8.029543,50.872049,266271.0,790.0,1.0,1458809500.0,1530587277.0,0.0,824.0,0.0,20941969.39233589,5780666.638237589,3.0,1.0
LTE,262.0,1.0,3010.0,28523265.0,0.0,9.744519,52.286845,80330.0,54.0,1.0,1458812450.0,1491146207.0,0.0,948.0,0.0,21132976.47732674,5637493.9905773895,3.0,1.0
LTE,262.0,1.0,3040.0,33520641.0,0.0,10.533801,52.420122,67294.0,6.0,1.0,1458812460.0,1487774028.0,0.0,943.0,0.0,21220883.51162678,5623877.441531099,3.0,1.0
LTE,202.0,1.0,4127.0,812553.0,0.0,23.543218,40.327109,98997.0,6.0,1.0,1458817309.0,1473679296.0,0.0,644.0,0.0,22669819.71749808,6780110.060061493,1.0,1.0
LTE,240.0,1.0,8.0,26862613.0,0.0,18.054475,59.32678,108894.0,208.0,1.0,1458819338.0,1536898670.0,0.0,668.0,0.0,22058505.739521768,4883942.256413331,3.0,1.0
LTE,240.0,1.0,8.0,27447307.0,0.0,18.000387,59.358838,171968.0,90.0,1.0,1458819338.0,1690963616.0,0.0,697.0,0.0,22052481.637019467,4880334.612776539,3.0,1.0
LTE,240.0,1.0,8.0,27085835.0,0.0,17.974072,59.332965,52908.0,103.0,1.0,1458819338.0,1693209574.0,0.0,696.0,0.0,22049550.778837465,4883246.365151209,3.0,1.0
LTE,240.0,1.0,8.0,27447327.0,0.0,17.848664,59.323233,118331.0,117.0,1.0,1458819338.0,1491575034.0,0.0,729.0,0.0,22035583.343424648,4884341.309532069,3.0,1.0
LTE,222.0,99.0,60001.0,16843522.0,0.0,14.094387,40.950595,54213.0,11.0,1.0,1458822815.0,1488542368.0,0.0,660.0,0.0,21617447.167747453,6723871.137173174,1.0,1.0
LTE,240.0,1.0,94.0,25691659.0,0.0,13.128287,55.975667,90170.0,4.0,1.0,1481475930.0,1489553349.0,0.0,586.0,0.0,21509846.86033228,5251798.573819333,3.0,1.0
LTE,262.0,1.0,4510.0,31209728.0,0.0,8.545176,53.11121,50420.0,23.0,1.0,1458838226.0,1488466841.0,0.0,627.0,0.0,20999398.50869384,5552902.708160538,3.0,1.0
LTE,262.0,1.0,21003.0,28083456.0,0.0,10.471523,47.77369,92326.0,16.0,1.0,1458840368.0,1485431264.0,0.0,906.0,0.0,21213947.240076005,6085967.857674485,3.0,1.0
LTE,208.0,20.0,30042.0,138273793.0,0.0,-1.359388,47.285484,57300.0,19.0,1.0,1458842573.0,1466784782.0,0.0,953.0,0.0,19896268.26212173,6133108.613408376,3.0,1.0
LTE,202.0,10.0,61100.0,2629900.0,0.0,20.901409,37.855188,61900.0,11.0,1.0,1458843810.0,1476028923.0,0.0,933.0,0.0,22375585.72460688,7000118.651034579,3.0,1.0
LTE,202.0,10.0,61100.0,2632715.0,0.0,21.154559,37.999266,54044.0,6.0,1.0,1458843810.0,1473943015.0,0.0,595.0,0.0,22403780.546904936,6987420.026618784,3.0,1.0
LTE,202.0,10.0,61100.0,2632719.0,0.0,20.952571,37.838103,77010.0,14.0,1.0,1458843810.0,1475282703.0,0.0,885.0,0.0,22381283.941073056,7001623.48374345,3.0,1.0
LTE,262.0,2.0,42458.0,5490434.0,0.0,9.843476,54.368097,54372.0,91.0,1.0,1458846023.0,1492233554.0,0.0,608.0,0.0,21143997.90742806,5422192.65092242,3.0,1.0
LTE,262.0,2.0,42458.0,5344515.0,0.0,9.085979,54.474015,50041.0,507.0,1.0,1458846023.0,1567456369.0,0.0,790.0,0.0,21059630.95776853,5411079.010454259,3.0,1.0
LTE,262.0,2.0,43454.0,8321027.0,0.0,10.701662,51.7441,505942.0,24.0,1.0,1458846096.0,1492353348.0,0.0,517.0,0.0,21239579.190338112,5692712.025618545,3.0,1.0
LTE,240.0,8.0,12019.0,28768265.0,0.0,15.562747,57.7781,61088.0,2.0,1.0,1458849302.0,1490786637.0,0.0,700.0,0.0,21780987.16091188,5056172.099632061,3.0,1.0
LTE,244.0,5.0,22070.0,1470977.0,0.0,22.568219,60.581597,366666.0,20.0,1.0,1458857969.0,1480852834.0,0.0,956.0,0.0,22561228.27548432,4741393.357131725,3.0,1.0
LTE,244.0,5.0,22040.0,429059.0,0.0,22.341157,60.472846,145942.0,70.0,1.0,1458857967.0,1491745755.0,0.0,739.0,0.0,22535939.02902712,4753858.092265432,3.0,1.0
LTE,244.0,12.0,1102.0,1423892.0,0.0,25.844354,60.984213,102793.0,3.0,1.0,1458858016.0,1486884058.0,0.0,963.0,0.0,22926110.93062729,4695059.691314178,3.0,1.0
LTE,244.0,12.0,1002.0,1422858.0,0.0,25.762258,60.945933,94490.0,5.0,1.0,1458858016.0,1486884058.0,0.0,601.0,0.0,22916967.410455927,4699477.76437634,3.0,1.0
LTE,244.0,12.0,1301.0,716564.0,0.0,26.983722,61.598676,56169.0,13.0,1.0,1458858016.0,1644878846.0,0.0,820.0,0.0,23053009.126527324,4623769.393216217,3.0,1.0
LTE,208.0,20.0,31241.0,131395079.0,0.0,3.645226,47.775608,52446.0,133.0,1.0,1458864446.0,1576602630.0,0.0,645.0,0.0,20453661.91173803,6085782.160083808,3.0,1.0
LTE,208.0,20.0,31574.0,135855874.0,0.0,-0.417052,43.795818,99466.0,73.0,1.0,1458864460.0,1491136249.0,0.0,900.0,0.0,20001221.831408955,6463098.32525273,1.0,1.0
LTE,208.0,20.0,31600.0,130675713.0,0.0,5.518674,47.179586,63094.0,4.0,1.0,1458864462.0,1475256153.0,0.0,869.0,0.0,20662318.966625053,6143301.023481915,3.0,1.0
LTE,208.0,20.0,31659.0,133472001.0,0.0,2.903857,42.706316,156672.0,163.0,1.0,1458864467.0,1490871265.0,0.0,894.0,0.0,20371091.23343549,6563780.444797208,3.0,1.0
LTE,262.0,1.0,25502.0,32192000.0,0.0,8.565256,49.643004,61211.0,5.0,1.0,1458867214.0,1624159559.0,0.0,563.0,0.0,21001634.937813908,5903079.027949095,3.0,1.0
LTE,260.0,1.0,31092.0,8427780.0,0.0,18.287305,50.974928,155037.0,2.0,1.0,1458871325.0,1491786281.0,0.0,566.0,0.0,22084437.40247123,5770338.61492113,3.0,1.0
LTE,260.0,1.0,31942.0,7718148.0,0.0,17.697223,51.814271,252698.0,4.0,1.0,1458871328.0,1492178093.0,0.0,957.0,0.0,22018716.45784835,5685593.800846535,3.0,1.0
LTE,260.0,1.0,31942.0,8662275.0,0.0,17.282454,52.155882,302309.0,9.0,1.0,1458871330.0,1490495234.0,0.0,961.0,0.0,21972521.16553256,5650852.050263007,3.0,1.0
LTE,208.0,1.0,2115.0,10438149.0,0.0,4.883651,45.490361,70308.0,32.0,1.0,1458873852.0,1492216193.0,0.0,517.0,0.0,20591592.6753346,6304340.620646793,1.0,1.0
LTE,240.0,1.0,70.0,25816085.0,0.0,13.491891,55.660243,490714.0,31.0,1.0,1458877297.0,1472565228.0,0.0,724.0,0.0,21550343.60205403,5285526.536268524,3.0,1.0
LTE,240.0,1.0,70.0,26229014.0,0.0,13.77472,55.943723,454618.0,10.0,1.0,1458877298.0,1472565228.0,0.0,781.0,0.0,21581843.951237272,5255221.003345922,3.0,1.0
LTE,222.0,1.0,207.0,51379970.0,0.0,10.274576,43.546813,80305.0,16.0,1.0,1458882884.0,1491291423.0,0.0,995.0,0.0,21192012.08041914,6486202.674927531,1.0,1.0
LTE,222.0,1.0,1002.0,51222273.0,0.0,8.926409,44.901123,54592.0,2.0,1.0,1458882901.0,1477995772.0,0.0,819.0,0.0,21041858.697076835,6359852.248600484,1.0,1.0
LTE,222.0,1.0,1015.0,51345153.0,0.0,8.267486,44.022174,65527.0,10.0,1.0,1458882909.0,1521382595.0,0.0,794.0,0.0,20968470.52052893,6442046.584495276,1.0,1.0
LTE,208.0,15.0,6915.0,103380306.0,0.0,4.99971,45.638191,67690.0,94.0,1.0,1458886679.0,1492254785.0,0.0,605.0,0.0,20604518.856970347,6290361.00418184,1.0,1.0
LTE,208.0,10.0,48512.0,1507078.0,0.0,5.186509,47.214605,70372.0,9.0,1.0,1459779026.0,1488242273.0,0.0,630.0,0.0,20625323.773464344,6139931.8275518175,3.0,1.0
LTE,268.0,6.0,48040.0,694795.0,0.0,-8.765396,40.9037,73368.0,3.0,1.0,1458900768.0,1490434150.0,0.0,733.0,0.0,19071417.069161084,6728111.99302507,1.0,1.0
LTE,262.0,2.0,46753.0,16302593.0,0.0,7.032686,49.223411,165289.0,51.0,1.0,1458900966.0,1544104600.0,0.0,650.0,0.0,20830943.494759068,5944469.303729506,3.0,1.0
LTE,206.0,1.0,3109.0,46261250.0,0.0,5.512818,50.931114,59012.0,14.0,1.0,1458905968.0,1483793173.0,0.0,953.0,0.0,20661666.749049004,5774738.664942512,3.0,1.0
LTE,262.0,1.0,21020.0,30168833.0,0.0,10.380779,49.091857,85181.0,2.0,1.0,1458910990.0,1474011670.0,0.0,798.0,0.0,21203840.54067006,5957405.256608885,3.0,1.0
LTE,262.0,7.0,20392.0,8065537.0,0.0,10.95037,50.761239,115588.0,16.0,1.0,1458911387.0,1490828834.0,0.0,818.0,0.0,21267279.28065652,5791776.591852799,3.0,1.0
LTE,262.0,7.0,21207.0,30905346.0,0.0,13.751377,53.937668,92003.0,6.0,1.0,1458911389.0,1489067175.0,0.0,634.0,0.0,21579244.1023852,5467196.577590206,3.0,1.0
LTE,262.0,7.0,40208.0,17968130.0,0.0,8.642874,50.115517,393113.0,516.0,1.0,1458911433.0,1494172514.0,0.0,719.0,0.0,21010279.716471348,5856226.626292901,3.0,1.0
LTE,262.0,7.0,41117.0,43929858.0,0.0,6.664615,49.741791,60482.0,34.0,1.0,1458911447.0,1492429941.0,0.0,634.0,0.0,20789949.236658856,5893305.056947051,3.0,1.0
LTE,214.0,1.0,280.0,116431880.0,0.0,-4.055419,40.306093,70575.0,7.0,1.0,1458912491.0,1492356198.0,0.0,945.0,0.0,19595995.242350634,6782000.307279011,1.0,1.0
LTE,262.0,7.0,20337.0,7758081.0,0.0,13.742462,51.042126,362130.0,307.0,1.0,1458912690.0,1492256212.0,0.0,916.0,0.0,21578251.18577138,5763585.697285163,3.0,1.0
LTE,262.0,7.0,20375.0,7872257.0,0.0,11.592133,50.922381,70203.0,242.0,1.0,1458912695.0,1494494597.0,0.0,809.0,0.0,21338756.245864768,5775615.405033007,3.0,1.0
LTE,262.0,7.0,20371.0,7942658.0,0.0,12.097282,50.880205,116197.0,97.0,1.0,1458912695.0,1492173320.0,0.0,516.0,0.0,21395017.696739905,5779848.323447671,3.0,1.0
LTE,230.0,2.0,1615.0,18047744.0,0.0,17.13749,49.928219,77790.0,2.0,1.0,1458913399.0,1481394342.0,0.0,900.0,0.0,21956375.661998626,5874829.251923144,3.0,1.0
LTE,222.0,10.0,12036.0,7455008.0,0.0,9.28072,45.464331,301698.0,66.0,1.0,1458927061.0,1491827776.0,0.0,739.0,0.0,21081320.422074847,6306799.956368858,1.0,1.0
LTE,222.0,10.0,12083.0,7625739.0,0.0,10.676941,45.518898,300249.0,22.0,1.0,1458927105.0,1483135899.0,0.0,947.0,0.0,21236825.86542391,6301643.664342987,1.0,1.0
LTE,272.0,1.0,39000.0,38881548.0,0.0,-6.198778,53.34763,107538.0,23.0,1.0,1458932319.0,1632396793.0,0.0,519.0,0.0,19357276.59283082,5528478.618061569,3.0,1.0
LTE,244.0,91.0,37121.0,8027405.0,0.0,25.45145,65.714726,78276.0,2.0,1.0,1458932898.0,1492067277.0,0.0,785.0,0.0,22882350.87350624,4126792.8805119134,3.0,1.0
LTE,208.0,10.0,49903.0,2003463.0,0.0,1.373152,43.563309,72863.0,39.0,1.0,1458934495.0,1478942300.0,0.0,767.0,0.0,20200607.50653149,6484673.798840992,3.0,1.0
LTE,226.0,1.0,23220.0,233106191.0,0.0,26.669678,45.582078,210309.0,10.0,1.0,1458937456.0,1490290801.0,0.0,506.0,0.0,23018032.17699633,6295669.867842407,3.0,1.0
LTE,238.0,1.0,7200.0,14126356.0,0.0,10.623165,55.454374,57763.0,138.0,1.0,1458938777.0,1491210148.0,0.0,619.0,0.0,21230836.51221869,5307461.1412995,3.0,1.0
LTE,232.0,1.0,20262.0,710151.0,0.0,14.354356,47.932078,64524.0,2.0,1.0,1458943299.0,1484815107.0,0.0,844.0,0.0,21646401.462663524,6070619.774386566,3.0,1.0
LTE,268.0,1.0,24.0,1464833.0,0.0,-8.861813,37.492126,107552.0,5.0,1.0,1458944446.0,1473967104.0,0.0,569.0,0.0,19060678.53397834,7032051.972210437,1.0,1.0
LTE,214.0,7.0,48600.0,122902027.0,0.0,-2.635269,42.816822,515166.0,10.0,1.0,1458944885.0,1492084802.0,0.0,877.0,0.0,19754165.80085976,6553616.336666803,1.0,1.0
LTE,214.0,8.0,48100.0,230451456.0,0.0,-2.896029,43.220932,564845.0,107.0,1.0,1458944889.0,1494146920.0,0.0,518.0,0.0,19725123.4075655,6516355.818198821,1.0,1.0
LTE,216.0,1.0,31303.0,582658.0,0.0,19.755839,47.663581,52752.0,2192.0,1.0,1458944926.0,1492166221.0,0.0,957.0,0.0,22247996.77505134,6096621.873068975,3.0,1.0
LTE,216.0,30.0,470.0,362755.0,0.0,20.064231,46.791875,57281.0,72.0,1.0,1458944937.0,1492078385.0,0.0,934.0,0.0,22282344.227700528,6180518.091083087,3.0,1.0
LTE,222.0,1.0,24237.0,128124680.0,0.0,9.99424,45.498822,352196.0,71.0,1.0,1458955638.0,1483548807.0,0.0,620.0,0.0,21160789.39148472,6303541.076573947,1.0,1.0
LTE,208.0,1.0,26819.0,18513666.0,0.0,-1.12282,43.729583,58125.0,22.0,1.0,1458961763.0,1492443909.0,0.0,783.0,0.0,19922616.248380493,6469249.533911282,1.0,1.0
LTE,208.0,1.0,26848.0,19540229.0,0.0,-1.469573,43.376714,75613.0,13.0,1.0,1458961763.0,1476032326.0,0.0,995.0,0.0,19883996.30282917,6501953.463300303,1.0,1.0
LTE,208.0,1.0,39426.0,22985477.0,0.0,4.464418,48.751031,247458.0,56.0,1.0,1458961835.0,1479793296.0,0.0,799.0,0.0,20544900.20076821,5990829.260719436,3.0,1.0
LTE,208.0,15.0,1800.0,103782206.0,0.0,2.870969,45.796813,83331.0,15.0,1.0,1458568503.0,1487344669.0,0.0,690.0,0.0,20367428.301119715,6275337.059427303,3.0,1.0
LTE,208.0,1.0,25568.0,18417922.0,0.0,-0.308088,43.565532,54578.0,13.0,1.0,1459272182.0,1478024223.0,0.0,670.0,0.0,20013357.800663885,6484467.748841995,1.0,1.0
LTE,240.0,7.0,11020.0,28655362.0,0.0,12.771441,57.556145,80345.0,5.0,1.0,1459314348.0,1485695106.0,0.0,848.0,0.0,21470102.79729545,5080535.031747081,3.0,1.0
LTE,240.0,7.0,11021.0,28622596.0,0.0,12.767246,57.435388,66922.0,3.0,1.0,1459314348.0,1491542319.0,0.0,502.0,0.0,21469635.575176,5093757.060360999,3.0,1.0
LTE,214.0,3.0,2250.0,110344313.0,0.0,1.579803,41.228207,240064.0,44.0,1.0,1459319185.0,1505835457.0,0.0,565.0,0.0,20223623.458428454,6698729.131251684,1.0,1.0
LTE,222.0,10.0,27021.0,12056077.0,0.0,10.726176,45.052047,53542.0,15.0,1.0,1459345681.0,1482368572.0,0.0,779.0,0.0,21242309.46043021,6345665.555460518,1.0,1.0
LTE,240.0,1.0,313.0,25766155.0,0.0,15.829357,58.893166,276162.0,6.0,1.0,1459358597.0,1469619950.0,0.0,866.0,0.0,21810681.10352648,4932567.1093274895,3.0,1.0
LTE,240.0,1.0,313.0,25766154.0,0.0,16.283691,59.848039,166913.0,2.0,1.0,1459358597.0,1467945605.0,0.0,849.0,0.0,21861282.98539085,4825062.393346596,3.0,1.0
LTE,214.0,3.0,7500.0,76813323.0,0.0,-15.58606,28.154696,81119.0,15.0,1.0,1459374937.0,1491665118.0,0.0,983.0,0.0,18311759.12156182,7824864.61478148,3.0,1.0
LTE,240.0,7.0,12031.0,28817418.0,0.0,15.864461,57.577006,50630.0,4.0,1.0,1458596977.0,1480766868.0,0.0,609.0,0.0,21814590.844952315,5078248.560389011,3.0,1.0
LTE,214.0,1.0,1541.0,123321858.0,0.0,-2.814559,43.063024,544593.0,24.0,1.0,1458838605.0,1491956128.0,0.0,762.0,0.0,19734197.206390794,6530932.706821464,1.0,1.0
LTE,240.0,1.0,82.0,26556960.0,0.0,12.89018,56.681541,126952.0,9.0,1.0,1458877309.0,1472394560.0,0.0,651.0,0.0,21483327.466483083,5175782.031207311,3.0,1.0
LTE,240.0,7.0,10002.0,28272902.0,0.0,13.031508,55.600837,162111.0,149.0,1.0,1459595171.0,1555361322.0,0.0,808.0,0.0,21499068.00705484,5291862.384707489,3.0,1.0
LTE,222.0,1.0,17002.0,179603263.0,0.0,11.540339,45.129287,50431.0,5.0,1.0,1459811042.0,1486097900.0,0.0,842.0,0.0,21332987.6397968,6338396.665129304,1.0,1.0
LTE,222.0,88.0,10400.0,28736007.0,0.0,10.034662,45.554055,51714.0,8.0,1.0,1459815487.0,1488556484.0,0.0,760.0,0.0,21165291.43022433,6298319.979240432,1.0,1.0
LTE,214.0,1.0,2821.0,119608833.0,0.0,-0.60548,39.565959,305250.0,26.0,1.0,1458838623.0,1490986728.0,0.0,989.0,0.0,19980235.483488835,6848349.342568228,1.0,1.0
LTE,240.0,1.0,591.0,26021653.0,0.0,12.231011,57.290304,184898.0,10.0,1.0,1458877339.0,1473775414.0,0.0,785.0,0.0,21409911.89145093,5109612.283605042,3.0,1.0
LTE,214.0,1.0,547.0,44216327.0,0.0,2.757677,41.833644,621417.0,45.0,1.0,1460146024.0,1492432895.0,0.0,945.0,0.0,20354810.296743687,6643676.959575823,1.0,1.0
LTE,214.0,3.0,6203.0,152469514.0,0.0,3.074572,39.776189,64168.0,7.0,1.0,1460181919.0,1489156638.0,0.0,515.0,0.0,20390104.779114388,6829546.740185501,1.0,1.0
LTE,208.0,10.0,49402.0,1084679.0,0.0,-0.301792,48.418002,200318.0,9.0,1.0,1460203532.0,1491032937.0,0.0,634.0,0.0,20014059.0236589,6023364.435856698,3.0,1.0
LTE,226.0,10.0,10104.0,6026763.0,0.0,26.148004,44.642946,62186.0,25.0,1.0,1460221583.0,1667649118.0,0.0,519.0,0.0,22959930.23851118,6384070.504858693,3.0,1.0
LTE,244.0,12.0,1002.0,1422110.0,0.0,26.005726,61.229549,64476.0,9.0,1.0,1460229526.0,1668588713.0,0.0,578.0,0.0,22944083.89078484,4666680.0920511065,3.0,1.0
LTE,208.0,10.0,30980.0,133879305.0,0.0,4.259374,44.396158,78350.0,75.0,1.0,1460289917.0,1632571034.0,0.0,727.0,0.0,20522063.230026424,6407161.810156679,1.0,1.0
LTE,214.0,7.0,9600.0,23053076.0,0.0,-3.635236,42.368307,67430.0,70.0,1.0,1460304356.0,1491929877.0,0.0,924.0,1.0,19642793.524071608,6594803.958749216,1.0,1.0
LTE,202.0,10.0,51500.0,2726412.0,0.0,23.271314,40.040233,69744.0,30.0,1.0,1460307942.0,1473016875.0,0.0,836.0,0.0,22639536.15059257,6805882.507782685,1.0,1.0
LTE,202.0,5.0,4021.0,174851.0,0.0,23.339006,38.258977,52248.0,23.0,1.0,1458817329.0,1492351298.0,0.0,822.0,0.0,22647075.41154852,6964491.900990511,1.0,1.0
LTE,240.0,8.0,10020.0,28179717.0,0.0,13.187622,55.718128,107651.0,115.0,1.0,1458648180.0,1492316117.0,0.0,644.0,0.0,21516455.35245574,5279347.932965495,3.0,1.0
LTE,222.0,88.0,32224.0,78357512.0,0.0,14.044636,42.48573,52154.0,62.0,1.0,1460585814.0,1492269005.0,0.0,711.0,0.0,21611906.10274982,6584037.711611648,1.0,1.0
LTE,214.0,3.0,13160.0,234440469.0,0.0,-9.132122,42.798858,63971.0,7.0,1.0,1461013447.0,1474370194.0,0.0,612.0,0.0,19030572.611716576,6555269.353460645,1.0,1.0
LTE,240.0,1.0,8.0,27085834.0,0.0,18.039535,59.327318,112700.0,108.0,1.0,1458819338.0,1693212182.0,0.0,875.0,0.0,22056841.78279598,4883881.727163123,3.0,1.0
LTE,214.0,3.0,7100.0,76813835.0,0.0,-15.610619,28.158108,79815.0,17.0,1.0,1461078074.0,1492420435.0,0.0,587.0,0.0,18309023.83955188,7824583.647292319,3.0,1.0
LTE,222.0,1.0,5053.0,77064454.0,0.0,14.471413,42.392168,108436.0,4.0,1.0,1461121923.0,1477319479.0,0.0,595.0,0.0,21659438.797499567,6592617.159387791,1.0,1.0
LTE,202.0,5.0,4012.0,194051.0,0.0,25.386448,36.334534,139753.0,35.0,1.0,1461149027.0,1505649887.0,0.0,619.0,0.0,22875111.213861685,7133252.215753594,1.0,1.0
LTE,214.0,3.0,10212.0,116335380.0,0.0,-2.917614,42.760092,50414.0,16.0,1.0,1461169347.0,1505664880.0,0.0,719.0,0.0,19722719.357637383,6558835.573801807,1.0,1.0
