user_id,count,size
38119,143,120.0
95020,143,107.0
51416,143,56.0
87479,143,140.0
98834,142,82.0
107014,142,102.0
95702,142,111.0
83874,142,85.0
103462,142,148.0
86729,142,110.0
73369,142,133.0
91033,142,127.0
75825,142,68.0
86482,142,137.0
29477,142,133.0
69765,142,75.0
88722,142,69.0
93041,142,73.0
71666,142,148.0
65372,142,101.0
109452,142,63.0
105565,142,126.0
7413,142,136.0
100888,142,108.0
101615,142,130.0
111093,142,141.0
113005,142,135.0
102933,142,55.0
84447,142,89.0
63867,142,103.0
99362,142,88.0
113227,142,138.0
113710,142,57.0
77938,142,99.0
98611,142,58.0
107888,142,50.0
79320,142,81.0
33517,142,64.0
112183,142,106.0
107673,142,113.0
105770,142,139.0
110549,142,144.0
62223,141,74.0
13915,141,56.0
72148,141,111.0
39038,141,58.0
111876,141,115.0
75416,141,108.0
76532,141,116.0
54682,141,68.0
93053,141,71.0
91066,141,92.0
17057,141,96.0
105614,141,126.0
88835,141,71.0
110307,141,143.0
78530,141,94.0
113664,141,99.0
72133,141,66.0
113989,141,116.0
86852,141,62.0
103772,141,63.0
34275,141,56.0
114996,141,63.0
84779,141,110.0
70617,140,100.0
26160,140,50.0
80941,140,99.0
45314,140,99.0
94830,140,137.0
115438,140,148.0
53487,140,108.0
113728,140,137.0
101216,140,124.0
26393,140,93.0
116187,140,121.0
94807,140,139.0
112202,140,57.0
93825,140,99.0
63681,140,127.0
76838,140,102.0
95934,140,74.0
91048,140,94.0
87964,140,116.0
107491,140,102.0
99879,140,71.0
112344,140,78.0
57789,140,62.0
86353,140,82.0
21811,140,119.0
41517,140,141.0
91216,140,141.0
67143,140,126.0
84902,140,88.0
54272,140,121.0
108512,140,59.0
115852,140,58.0
116316,140,97.0
114416,140,136.0
108186,140,52.0
113007,140,133.0
97855,140,102.0
112162,139,77.0
89025,139,99.0
116900,139,145.0
69493,139,111.0
1035,139,97.0
102084,139,135.0
69118,139,132.0
61261,139,141.0
92124,139,109.0
117638,139,52.0
100937,139,100.0
108514,139,117.0
72688,139,129.0
49004,139,103.0
96750,139,77.0
104512,139,60.0
107187,139,50.0
114951,139,98.0
56894,139,135.0
53115,139,95.0
93337,139,111.0
91334,139,95.0
74828,139,55.0
61742,139,115.0
105169,139,93.0
104203,139,56.0
110779,139,50.0
84134,139,74.0
64920,139,89.0
100967,139,115.0
99043,139,57.0
34011,139,132.0
100546,139,80.0
97595,139,52.0
87318,138,138.0
107034,138,143.0
111902,138,147.0
115372,138,117.0
118487,138,101.0
20238,138,105.0
97972,138,147.0
93865,138,133.0
95957,138,115.0
82019,138,131.0
41676,138,63.0
86715,138,107.0
115324,138,81.0
114210,138,101.0
109841,138,86.0
46215,138,98.0
14544,138,100.0
64367,138,110.0
89921,138,71.0
103278,138,77.0
102751,138,56.0
103884,138,65.0
109345,138,142.0
4686,138,70.0
57926,138,120.0
47414,137,131.0
92028,137,125.0
101927,137,107.0
70315,137,57.0
66072,137,146.0
108703,137,104.0
102198,137,110.0
76913,137,73.0
111820,137,67.0
99804,137,81.0
112954,137,91.0
62466,137,114.0
99001,137,51.0
106330,137,149.0
100254,137,78.0
102584,137,105.0
40121,137,129.0
51168,137,70.0
110805,137,92.0
113054,137,84.0
105182,137,110.0
105775,137,54.0
117219,137,115.0
85918,137,68.0
107544,137,70.0
83986,137,113.0
26365,137,134.0
119731,137,90.0
86937,137,91.0
55398,136,55.0
109109,136,142.0
120157,136,126.0
87638,136,55.0
79636,136,88.0
92348,136,102.0
72945,136,68.0
82717,136,69.0
100607,136,119.0
118137,136,85.0
41017,136,126.0
81885,136,104.0
91453,136,60.0
122109,136,117.0
75715,136,94.0
93505,136,134.0
121626,136,97.0
99849,136,140.0
50376,136,149.0
70340,136,115.0
94669,136,83.0
88609,136,135.0
98996,136,85.0
101227,136,88.0
58446,136,105.0
122128,136,140.0
88647,136,67.0
122091,136,93.0
92093,136,81.0
83931,136,118.0
89175,136,78.0
83297,136,64.0
30942,136,90.0
88118,136,140.0
84542,136,50.0
103107,135,150.0
123309,135,130.0
103185,135,142.0
117482,135,132.0
113798,135,106.0
93703,135,78.0
123021,135,80.0
117834,135,84.0
122453,135,123.0
30348,135,127.0
123552,135,131.0
119433,135,84.0
105204,135,77.0
123447,135,107.0
119138,135,130.0
98924,135,52.0
61111,135,131.0
84226,135,59.0
87289,135,86.0
109694,135,105.0
84597,135,73.0
50658,135,91.0
21975,135,77.0
114660,135,61.0
102069,135,112.0
69738,135,133.0
67256,135,51.0
119532,135,102.0
88711,135,81.0
27434,135,131.0
79306,135,125.0
117960,135,65.0
112724,134,101.0
43834,134,111.0
100403,134,79.0
104377,134,116.0
101994,134,101.0
63107,134,128.0
88173,134,113.0
62878,134,55.0
52571,134,77.0
100125,134,97.0
118542,134,98.0
100101,134,69.0
99201,134,150.0
122513,134,53.0
111404,134,75.0
116944,134,77.0
116524,134,69.0
122465,134,114.0
79514,134,86.0
108138,134,149.0
117148,134,133.0
55860,134,70.0
92919,134,105.0
81591,134,106.0
90191,134,78.0
115919,134,112.0
122011,134,93.0
117328,134,148.0
55401,134,95.0
39109,134,54.0
115426,134,84.0
121657,134,135.0
96810,134,53.0
69417,134,96.0
101915,134,115.0
64355,134,124.0
112583,134,89.0
104025,134,63.0
85802,134,79.0
97852,134,81.0
1543,134,94.0
78574,134,69.0
32804,133,63.0
86455,133,124.0
105272,133,104.0
111847,133,110.0
125264,133,142.0
118528,133,134.0
86618,133,70.0
110203,133,88.0
78424,133,53.0
100990,133,117.0
124398,133,70.0
109836,133,61.0
107394,133,139.0
121661,133,129.0
113141,133,120.0
88687,133,67.0
126091,133,80.0
116010,133,137.0
125020,133,86.0
85747,133,131.0
64092,133,144.0
108709,133,119.0
3354,133,93.0
102944,133,143.0
119366,133,102.0
41355,133,150.0
49295,133,140.0
94212,133,140.0
100149,133,81.0
67948,133,65.0
17350,133,55.0
94647,133,133.0
102791,133,87.0
118726,133,135.0
123101,133,113.0
125117,133,55.0
43548,133,82.0
95111,133,62.0
110503,133,59.0
108991,133,75.0
123374,133,98.0
72974,133,90.0
115253,133,65.0
117984,133,141.0
45487,132,55.0
49766,132,93.0
71784,132,129.0
104147,132,113.0
113583,132,140.0
121075,132,82.0
81936,132,135.0
80978,132,84.0
111329,132,81.0
71472,132,87.0
123193,132,102.0
116344,132,116.0
60453,132,146.0
65913,132,137.0
86352,132,137.0
73606,132,132.0
40451,132,148.0
107024,132,79.0
109484,132,81.0
94862,132,109.0
79314,132,130.0
98810,132,138.0
93915,132,95.0
110622,132,122.0
83016,132,96.0
58934,132,51.0
103788,132,137.0
107398,132,63.0
113387,132,76.0
13436,132,105.0
118814,132,88.0
119880,132,123.0
106354,132,109.0
94123,132,57.0
61661,132,141.0
9280,132,105.0
117122,132,105.0
91979,132,54.0
100035,132,125.0
13288,132,51.0
112338,132,86.0
91277,131,94.0
86311,131,126.0
111731,131,108.0
21312,131,90.0
113568,131,114.0
75153,131,56.0
116846,131,78.0
128078,131,76.0
80619,131,143.0
78770,131,98.0
43282,131,142.0
90445,131,118.0
95841,131,92.0
11658,131,80.0
107642,131,139.0
96340,131,79.0
128616,131,141.0
122779,131,146.0
49234,131,80.0
79111,131,109.0
19798,131,125.0
105187,131,61.0
110765,131,135.0
89891,131,51.0
107230,131,81.0
84265,131,117.0
29030,131,82.0
23212,131,126.0
123966,131,88.0
126691,131,55.0
120646,131,67.0
106357,131,68.0
127761,131,74.0
128450,131,118.0
129079,131,142.0
105438,131,83.0
109873,131,73.0
15664,131,140.0
84132,130,111.0
102946,130,68.0
107684,130,119.0
31498,130,79.0
127172,130,119.0
22249,130,105.0
101962,130,71.0
95893,130,141.0
98987,130,122.0
124779,130,67.0
107308,130,72.0
117348,130,57.0
111083,130,139.0
111451,130,80.0
119887,130,75.0
111459,130,138.0
97556,130,110.0
123260,130,53.0
119850,130,120.0
85127,130,133.0
6044,130,103.0
87904,130,87.0
90662,130,133.0
60713,130,61.0
116283,130,130.0
73043,130,115.0
126371,130,88.0
106426,130,98.0
108040,130,106.0
125088,130,144.0
106801,130,91.0
112618,130,140.0
99429,130,56.0
126757,130,133.0
95790,130,134.0
122811,130,90.0
69330,130,145.0
85754,130,102.0
61215,130,104.0
116965,130,103.0
69638,130,136.0
110003,129,57.0
129603,129,128.0
60392,129,119.0
99458,129,149.0
115721,129,86.0
131060,129,147.0
126620,129,148.0
107851,129,85.0
130370,129,124.0
121550,129,141.0
10324,129,78.0
86498,129,93.0
98843,129,124.0
119560,129,74.0
93519,129,61.0
105222,129,61.0
111137,129,144.0
95013,129,144.0
55059,129,108.0
124672,129,61.0
106179,129,129.0
102341,129,61.0
112230,129,97.0
75783,129,102.0
111159,129,67.0
12467,129,129.0
118500,129,118.0
126580,129,114.0
112196,129,141.0
125878,129,138.0
81588,129,135.0
33903,129,67.0
40805,129,82.0
103481,129,67.0
109413,129,67.0
105071,129,72.0
43154,129,115.0
129785,128,107.0
37445,128,66.0
88122,128,91.0
124551,128,101.0
12754,128,115.0
100964,128,64.0
129532,128,82.0
84125,128,146.0
93170,128,124.0
132842,128,102.0
90725,128,104.0
121453,128,54.0
36258,128,68.0
132503,128,52.0
69708,128,85.0
30172,128,84.0
92779,128,93.0
112466,128,126.0
127196,128,85.0
3011,128,50.0
69606,128,129.0
102899,128,146.0
120819,128,62.0
106959,128,133.0
5366,128,133.0
121384,128,51.0
133189,128,78.0
126712,128,139.0
103105,128,79.0
100139,128,67.0
130080,128,100.0
75610,128,82.0
103694,128,94.0
121805,128,101.0
65833,128,63.0
59084,128,150.0
92608,128,73.0
99738,128,75.0
132771,128,114.0
107214,128,150.0
111619,128,79.0
23033,128,135.0
103307,128,121.0
102979,128,86.0
123254,128,69.0
125251,128,86.0
79747,128,104.0
114731,128,76.0
59845,128,74.0
112001,128,148.0
129332,128,130.0
125533,128,72.0
98907,127,139.0
79108,127,112.0
93977,127,82.0
92592,127,82.0
133929,127,61.0
86622,127,63.0
95880,127,99.0
75124,127,119.0
83387,127,84.0
118421,127,134.0
123975,127,103.0
94589,127,134.0
118616,127,99.0
107109,127,132.0
104201,127,130.0
80822,127,97.0
97535,127,119.0
16362,127,127.0
14467,127,116.0
125225,127,108.0
7361,127,55.0
81255,127,95.0
122484,127,50.0
96024,127,91.0
104613,127,64.0
99793,127,88.0
20298,127,116.0
125663,127,69.0
86751,127,143.0
88561,127,77.0
134921,127,111.0
130500,127,119.0
72404,127,51.0
80057,127,76.0
75434,127,95.0
92253,127,134.0
128382,127,142.0
108816,127,131.0
108954,127,82.0
31577,127,107.0
126385,127,109.0
127897,127,51.0
131647,127,67.0
123166,127,89.0
93155,127,53.0
82874,127,95.0
94142,127,125.0
108775,127,93.0
100930,127,81.0
128287,127,144.0
126989,127,133.0
101110,127,105.0
132756,127,109.0
73669,127,115.0
103856,127,125.0
109997,126,121.0
48570,126,73.0
96248,126,86.0
136273,126,76.0
135989,126,90.0
59065,126,56.0
115532,126,82.0
118203,126,142.0
95982,126,127.0
136263,126,51.0
65917,126,144.0
132685,126,58.0
111274,126,111.0
48542,126,57.0
87211,126,141.0
25233,126,103.0
91371,126,112.0
135697,126,114.0
81372,126,80.0
106639,126,50.0
124397,126,66.0
116963,126,76.0
86235,126,119.0
122598,126,75.0
131582,126,112.0
68401,126,85.0
50057,126,143.0
89141,126,97.0
93868,126,148.0
113414,126,53.0
105579,126,134.0
91311,126,102.0
115935,126,114.0
38049,126,64.0
121469,126,50.0
103042,126,58.0
94803,126,116.0
104790,126,111.0
95678,126,62.0
60930,126,136.0
131941,126,83.0
72616,126,115.0
35672,126,97.0
94782,126,107.0
96933,126,62.0
101553,126,118.0
59932,126,113.0
28667,126,74.0
98995,126,67.0
59305,126,131.0
76542,125,85.0
109863,125,83.0
76463,125,78.0
116980,125,130.0
49257,125,94.0
109708,125,81.0
95760,125,129.0
134324,125,83.0
117335,125,75.0
91203,125,50.0
54029,125,107.0
80772,125,132.0
109720,125,71.0
128004,125,65.0
130081,125,91.0
134985,125,68.0
112933,125,70.0
120930,125,139.0
137083,125,137.0
57967,125,65.0
30901,125,68.0
95199,125,65.0
102349,125,123.0
107835,125,149.0
123058,125,71.0
129581,125,118.0
94812,125,75.0
113526,125,135.0
80143,125,148.0
105481,125,103.0
123613,125,142.0
72702,125,111.0
103035,125,109.0
70207,125,133.0
102817,125,65.0
83699,125,70.0
99806,125,130.0
63699,125,147.0
42733,124,120.0
130738,124,90.0
128321,124,108.0
103005,124,146.0
138016,124,60.0
102963,124,129.0
135494,124,105.0
103485,124,68.0
75738,124,117.0
84993,124,124.0
83130,124,57.0
113592,124,136.0
125464,124,148.0
74643,124,78.0
15564,124,55.0
11916,124,76.0
42932,124,75.0
136116,124,116.0
123620,124,61.0
132992,124,57.0
50768,124,95.0
124372,124,65.0
95342,124,68.0
38484,124,85.0
137670,124,64.0
104320,124,120.0
134275,124,89.0
56386,124,122.0
133621,124,133.0
81058,124,63.0
139740,124,66.0
122745,124,82.0
108852,124,117.0
135872,124,104.0
111711,124,129.0
103270,124,119.0
101921,124,107.0
133894,124,144.0
713,124,92.0
126627,124,128.0
130374,124,59.0
137094,124,58.0
117895,124,136.0
67787,123,119.0
131711,123,117.0
99901,123,64.0
112340,123,57.0
120488,123,88.0
83286,123,114.0
141416,123,104.0
109618,123,120.0
57401,123,132.0
100923,123,117.0
112310,123,101.0
83299,123,109.0
112842,123,127.0
129065,123,82.0
139504,123,127.0
73941,123,117.0
122110,123,60.0
111144,123,70.0
107357,123,100.0
68383,123,112.0
123168,123,98.0
120277,123,136.0
101117,123,118.0
128135,123,110.0
71344,123,89.0
110758,123,121.0
108263,123,129.0
89414,123,121.0
122719,123,113.0
136053,123,105.0
84065,123,139.0
135686,123,78.0
112646,123,114.0
135067,123,67.0
141289,123,141.0
81879,123,125.0
99801,123,133.0
102024,123,84.0
102015,123,74.0
101448,123,102.0
128157,123,122.0
135621,123,127.0
121135,123,86.0
82240,123,126.0
120606,122,125.0
141895,122,132.0
97721,122,91.0
102223,122,55.0
142709,122,54.0
3523,122,137.0
138730,122,89.0
105582,122,142.0
98385,122,95.0
9212,122,114.0
115282,122,71.0
132967,122,144.0
135936,122,112.0
120011,122,138.0
120350,122,57.0
140365,122,131.0
75093,122,67.0
101015,122,105.0
111024,122,50.0
131370,122,87.0
111048,122,117.0
106939,122,84.0
78613,122,104.0
87773,122,92.0
118159,122,51.0
36785,122,98.0
139387,122,109.0
128037,122,83.0
65554,122,109.0
137244,122,84.0
138819,122,143.0
143236,122,90.0
120323,122,77.0
49077,122,128.0
125960,122,91.0
108539,122,127.0
140952,122,140.0
103421,122,93.0
137717,122,141.0
137138,122,83.0
138141,122,112.0
130560,122,111.0
138447,122,84.0
101187,122,130.0
86039,122,132.0
104516,122,148.0
82602,122,94.0
84302,122,118.0
137649,122,115.0
116711,122,62.0
114669,121,90.0
125294,121,115.0
139791,121,101.0
111115,121,123.0
122481,121,63.0
126699,121,101.0
121165,121,136.0
96960,121,76.0
30595,121,91.0
118380,121,94.0
119319,121,92.0
85124,121,52.0
127532,121,148.0
83950,121,79.0
95042,121,145.0
123126,121,60.0
34631,121,135.0
56088,121,149.0
118418,121,54.0
143718,121,64.0
118257,121,136.0
126172,121,95.0
135502,121,143.0
44213,121,75.0
125231,121,94.0
114993,121,71.0
125726,121,130.0
30835,121,143.0
137063,121,132.0
133271,121,66.0
144890,121,53.0
144592,121,95.0
126594,121,104.0
108928,121,105.0
112860,121,73.0
80204,121,148.0
126305,121,60.0
80367,121,123.0
126653,121,77.0
39919,121,148.0
80448,121,80.0
116637,121,95.0
137947,121,53.0
143003,121,114.0
112521,121,77.0
144736,120,51.0
135633,120,144.0
144605,120,121.0
83301,120,95.0
113452,120,129.0
123039,120,101.0
119093,120,125.0
131138,120,96.0
78328,120,75.0
104400,120,88.0
129541,120,72.0
119949,120,52.0
140675,120,113.0
40866,120,106.0
135776,120,132.0
137927,120,122.0
11224,120,116.0
136786,120,119.0
137813,120,145.0
133483,120,112.0
112548,120,126.0
125674,120,54.0
134932,120,65.0
134214,120,148.0
105400,120,60.0
42311,120,54.0
143528,120,132.0
129798,120,90.0
126267,120,85.0
86461,120,122.0
128136,120,123.0
146608,120,65.0
130175,120,117.0
117306,120,84.0
23835,120,139.0
132794,120,91.0
145391,120,80.0
138086,120,149.0
113398,120,110.0
97305,120,119.0
125249,120,138.0
120099,120,62.0
136491,120,87.0
81619,120,64.0
46865,120,86.0
141928,120,120.0
14614,120,117.0
60393,120,103.0
114147,120,131.0
134135,120,134.0
87703,120,111.0
141890,120,140.0
120282,120,114.0
134986,120,136.0
112589,120,121.0
103613,120,93.0
73987,119,68.0
71686,119,102.0
142588,119,145.0
124680,119,50.0
140580,119,128.0
140563,119,114.0
94058,119,136.0
146369,119,107.0
30453,119,92.0
102209,119,132.0
124196,119,52.0
77298,119,136.0
75730,119,51.0
39941,119,119.0
128617,119,141.0
122084,119,109.0
123448,119,93.0
131390,119,131.0
72430,119,58.0
138384,119,86.0
102284,119,103.0
135325,119,66.0
132943,119,87.0
34278,119,108.0
125423,119,145.0
87453,119,112.0
82607,119,106.0
102369,119,77.0
115739,119,128.0
122482,119,115.0
107166,119,123.0
59240,119,54.0
132345,119,90.0
135795,119,73.0
116739,119,126.0
33700,119,138.0
137676,119,95.0
129151,119,108.0
37333,119,138.0
82718,119,109.0
83396,119,88.0
140206,119,141.0
83388,119,69.0
57222,119,108.0
128050,119,93.0
91505,119,115.0
142484,119,90.0
51693,118,93.0
140762,118,108.0
117183,118,100.0
143247,118,101.0
96537,118,103.0
149984,118,77.0
145399,118,146.0
129886,118,59.0
98818,118,83.0
24048,118,139.0
142297,118,100.0
147389,118,143.0
144854,118,150.0
89370,118,64.0
133216,118,68.0
143537,118,127.0
75103,118,97.0
135731,118,114.0
72865,118,118.0
139854,118,76.0
99079,118,69.0
150124,118,115.0
93819,118,140.0
140604,118,143.0
128358,118,91.0
104819,118,117.0
115866,118,127.0
132498,118,140.0
126352,118,123.0
123540,118,149.0
82349,118,95.0
126696,118,55.0
131539,118,136.0
142208,118,70.0
140673,118,87.0
150002,118,91.0
134326,118,54.0
12296,118,94.0
133372,118,83.0
129483,118,51.0
133711,118,97.0
98127,118,126.0
134516,118,110.0
123403,118,87.0
142080,118,134.0
107532,118,143.0
128239,117,139.0
122608,117,67.0
97579,117,122.0
120911,117,102.0
61902,117,139.0
118419,117,116.0
132143,117,57.0
126640,117,96.0
140644,117,123.0
96632,117,121.0
113696,117,83.0
100223,117,95.0
58065,117,70.0
144315,117,116.0
141900,117,117.0
121265,117,89.0
139054,117,143.0
128453,117,111.0
116121,117,60.0
129301,117,99.0
11979,117,141.0
112359,117,150.0
78352,117,127.0
18362,117,79.0
92952,117,89.0
42294,117,147.0
122542,117,90.0
80075,117,120.0
100017,117,122.0
112176,117,98.0
121599,117,134.0
131569,117,57.0
129480,117,67.0
73908,117,148.0
135846,117,51.0
146655,117,142.0
31154,117,125.0
61781,117,112.0
132613,117,116.0
57899,117,78.0
122324,117,91.0
139939,117,118.0
132006,117,92.0
150184,117,55.0
96641,117,131.0
126605,117,110.0
108820,117,73.0
134643,117,98.0
126494,117,101.0
36913,117,78.0
132221,117,124.0
99867,117,83.0
113441,117,52.0
105338,117,131.0
131235,117,114.0
126733,117,140.0
101729,117,79.0
139177,116,116.0
121403,116,57.0
2072,116,77.0
130515,116,52.0
137923,116,113.0
75718,116,147.0
47451,116,132.0
82032,116,146.0
143846,116,109.0
95601,116,126.0
149932,116,65.0
110214,116,138.0
45552,116,117.0
144282,116,123.0
144016,116,79.0
116003,116,107.0
137599,116,149.0
143617,116,100.0
121905,116,64.0
132466,116,116.0
142256,116,114.0
148007,116,75.0
88018,116,133.0
144067,116,101.0
46830,116,137.0
99924,116,109.0
129600,116,140.0
112445,116,98.0
148963,116,146.0
122656,116,72.0
125908,116,130.0
145694,116,110.0
116050,116,97.0
106505,116,57.0
151569,116,147.0
133213,116,76.0
137508,116,103.0
56577,116,133.0
115330,116,94.0
79362,116,105.0
143975,116,138.0
38027,116,118.0
129569,116,66.0
139977,116,107.0
143494,116,96.0
146500,116,59.0
36840,116,140.0
104035,116,85.0
137065,116,94.0
34452,116,131.0
119564,116,111.0
123800,116,118.0
150083,116,76.0
125241,116,118.0
130698,116,143.0
153861,116,77.0
99564,116,72.0
115961,115,57.0
117153,115,146.0
153776,115,106.0
141955,115,135.0
122642,115,98.0
61462,115,63.0
104594,115,121.0
104518,115,105.0
80907,115,130.0
113554,115,147.0
132581,115,123.0
154087,115,73.0
101964,115,130.0
154653,115,149.0
113369,115,119.0
84171,115,148.0
82472,115,90.0
131128,115,65.0
52143,115,137.0
135555,115,89.0
114723,115,142.0
37154,115,132.0
137221,115,92.0
72601,115,79.0
52638,115,107.0
132132,115,103.0
142063,115,97.0
127029,115,127.0
107523,115,99.0
115984,115,65.0
146202,115,83.0
144165,115,112.0
104847,115,52.0
96879,115,95.0
134614,115,65.0
146942,115,132.0
143078,115,90.0
108303,115,125.0
92600,115,103.0
125401,115,131.0
61371,115,105.0
83480,115,104.0
132554,115,73.0
59300,115,128.0
118437,115,69.0
6282,115,144.0
135089,115,102.0
150704,115,141.0
77514,115,120.0
151126,115,57.0
52119,115,149.0
126956,115,59.0
113282,114,90.0
58613,114,123.0
115974,114,146.0
82608,114,51.0
111883,114,53.0
153170,114,127.0
139988,114,85.0
129533,114,66.0
146300,114,131.0
103711,114,133.0
123099,114,101.0
28142,114,87.0
76928,114,67.0
57759,114,130.0
3159,114,86.0
113412,114,93.0
74288,114,106.0
126958,114,95.0
153748,114,52.0
127628,114,107.0
153911,114,55.0
127157,114,72.0
68171,114,51.0
130998,114,58.0
153906,114,79.0
142393,114,51.0
134796,114,114.0
87844,114,84.0
138342,114,58.0
130108,114,89.0
137119,114,125.0
126212,114,148.0
146931,114,57.0
152889,114,64.0
144936,114,138.0
148283,114,104.0
94884,114,143.0
125675,114,112.0
61939,114,68.0
84363,114,54.0
130138,114,78.0
137214,114,57.0
141933,114,136.0
143171,114,108.0
125201,114,78.0
122610,114,84.0
122161,114,134.0
139998,114,82.0
139288,114,67.0
135241,114,86.0
57917,114,82.0
147877,114,55.0
143489,114,103.0
157639,114,84.0
137845,114,149.0
28764,114,62.0
35023,113,51.0
68031,113,108.0
136620,113,74.0
155815,113,70.0
146208,113,65.0
151596,113,84.0
117291,113,140.0
157608,113,65.0
114419,113,135.0
128476,113,72.0
92192,113,53.0
148801,113,50.0
137294,113,115.0
155795,113,115.0
116753,113,126.0
139615,113,134.0
149051,113,82.0
136023,113,126.0
55612,113,54.0
157307,113,51.0
119934,113,64.0
133073,113,60.0
125012,113,61.0
134254,113,130.0
94941,113,79.0
22785,113,88.0
145581,113,117.0
147819,113,128.0
131518,113,120.0
147760,113,79.0
145215,113,129.0
126203,113,72.0
134822,113,92.0
152818,113,146.0
65178,113,114.0
18278,113,135.0
140692,113,127.0
137038,113,65.0
147291,113,149.0
126076,113,136.0
85094,113,63.0
145284,113,56.0
40061,113,55.0
66562,113,145.0
146267,113,99.0
159257,113,77.0
114768,113,98.0
147563,113,121.0
157907,113,137.0
103224,113,83.0
123928,113,141.0
117598,113,66.0
141880,113,82.0
48947,113,115.0
77651,113,135.0
111148,113,55.0
114651,112,119.0
129256,112,136.0
146742,112,121.0
133924,112,66.0
90391,112,94.0
76436,112,110.0
100864,112,139.0
152875,112,138.0
154186,112,93.0
152503,112,54.0
137549,112,109.0
126725,112,131.0
152988,112,140.0
2490,112,135.0
150612,112,119.0
89166,112,97.0
148441,112,96.0
108748,112,102.0
159330,112,148.0
15851,112,58.0
91089,112,132.0
118942,112,122.0
100819,112,93.0
105511,112,132.0
144991,112,65.0
122754,112,95.0
131133,112,87.0
146750,112,70.0
159583,112,53.0
147410,112,54.0
48561,112,64.0
114056,112,113.0
144210,112,116.0
1262,112,125.0
135175,112,129.0
122496,112,108.0
154002,112,84.0
128040,112,84.0
94357,112,97.0
155813,112,51.0
20656,112,146.0
37078,112,143.0
153153,112,95.0
87565,112,131.0
58484,112,85.0
